question,body no carry,body carry,paraphrase no carry,paraphrase carry,answer no carry,answer carry,answer,Carry Operation,Num. Carries
How many bowls does Natalie have in all?,Jonathan has 400 bowls. Jonathan has 252 fewer bowls than Natalie.,Jonathan has 269 bowls. Jonathan has 383 fewer bowls than Natalie.,Jonathan has 400 bowls. Jonathan has 252 fewer bowls than Natalie. How many bowls does Natalie have in total?,Jonathan has 269 bowls. Jonathan has 383 fewer bowls than Natalie. How many bowls does Natalie have in total?,652,652,652,Addition,2
How many couchs does Lily have in all?,Scarlett has 670 couchs. Lily has 128 more couchs than Scarlett.,Scarlett has 569 couchs. Lily has 229 more couchs than Scarlett.,Scarlett has 670 couches. Lily has 128 more couches than Scarlett. How many couches does Lily have in total?,Scarlett has 569 couches. Lily has 229 more couches than Scarlett. How many couches does Lily have in total?,798,798,798,Addition,1
How many vases does Joseph have totaled?,Chloe has 276 vases. Chloe has 620 fewer vases than Joseph.,Chloe has 737 vases. Chloe has 159 fewer vases than Joseph.,Chloe has 276 vases. Chloe has 620 fewer vases than Joseph. How many vases does Joseph have in total?,Chloe has 737 vases. Chloe has 159 fewer vases than Joseph. How many vases does Joseph have in total?,896,896,896,Addition,1
How many gallons of oil does Samuel have?,Joseph has 201 gallons of oil. Joseph has 542 gallons of oil less than Samuel.,Joseph has 414 gallons of oil. Joseph has 329 gallons of oil less than Samuel.,Joseph has 201 gallons of oil. Joseph has 542 gallons less oil than Samuel. How many gallons of oil does Samuel have?,Joseph has 414 gallons of oil. Joseph has 329 gallons less oil than Samuel. How many gallons of oil does Samuel have?,743,743,743,Addition,1
What is the number of blue refrigerators that James has?,Olivia has 654 blue refrigerators. James has 134 more blue refrigerators than Olivia.,Olivia has 189 blue refrigerators. James has 599 more blue refrigerators than Olivia.,Olivia has 654 blue refrigerators. James has 134 more blue refrigerators than Olivia. What is the number of blue refrigerators that James has?,Olivia has 189 blue refrigerators. James has 599 more blue refrigerators than Olivia. What is the number of blue refrigerators that James has?,788,788,788,Addition,2
What is the number of small watchs that Jonathan has?,Nicholas has 894 small watchs. Jonathan has 122 fewer small watchs than Nicholas.,Nicholas has 970 small watchs. Jonathan has 198 fewer small watchs than Nicholas.,Nicholas has 894 small watches. Jonathan has 122 fewer small watches than Nicholas. What is the number of small watches that Jonathan has?,Nicholas has 970 small watches. Jonathan has 198 fewer small watches than Nicholas. What is the number of small watches that Jonathan has?,772,772,772,Subtraction,2
How many blenders does Alexander have in their collection?,Elizabeth has 375 blenders. Alexander has 125 fewer blenders than Elizabeth.,Elizabeth has 804 blenders. Alexander has 554 fewer blenders than Elizabeth.,Elizabeth has 375 blenders. Alexander has 125 fewer blenders than Elizabeth. How many blenders does Alexander have in his collection?,Elizabeth has 804 blenders. Alexander has 554 fewer blenders than Elizabeth. How many blenders does Alexander have in his collection?,250,250,250,Subtraction,1
How many dollars of bitcoin does Harper have?,Mila has 585 dollars of bitcoin. Harper has 402 dollars of bitcoin less than Mila.,Mila has 935 dollars of bitcoin. Harper has 752 dollars of bitcoin less than Mila.,Mila has 585 dollars of bitcoin. Harper has 402 dollars less of bitcoin than Mila. How many dollars of bitcoin does Harper have?,Mila has 935 dollars of bitcoin. Harper has 752 dollars less of bitcoin than Mila. How many dollars of bitcoin does Harper have?,183,183,183,Subtraction,1
How many gallons of oil does Benjamin have?,Lucy has 656 gallons of oil. Benjamin has 223 gallons of oil more than Lucy.,Lucy has 292 gallons of oil. Benjamin has 587 gallons of oil more than Lucy.,Lucy has 656 gallons of oil. Benjamin has 223 gallons more oil than Lucy. How many gallons of oil does Benjamin have?,Lucy has 292 gallons of oil. Benjamin has 587 gallons more oil than Lucy. How many gallons of oil does Benjamin have?,879,879,879,Addition,1
How many clocks does Ava have in total?,Jackson has 834 clocks. Ava has 713 fewer clocks than Jackson.,Jackson has 516 clocks. Ava has 395 fewer clocks than Jackson.,Jackson has 834 clocks. Ava has 713 fewer clocks than Jackson. How many clocks does Ava have in total?,Jackson has 516 clocks. Ava has 395 fewer clocks than Jackson. How many clocks does Ava have in total?,121,121,121,Subtraction,1
What is the number of red chairs that Emma has?,Joseph has 281 red chairs. Joseph has 105 fewer red chairs than Emma.,Joseph has 189 red chairs. Joseph has 197 fewer red chairs than Emma.,Joseph has 281 red chairs. Joseph has 105 fewer red chairs than Emma. What is the number of red chairs that Emma has?,Joseph has 189 red chairs. Joseph has 197 fewer red chairs than Emma. What is the number of red chairs that Emma has?,386,386,386,Addition,2
How many desks does Evelyn have in all?,Olivia has 363 desks. Olivia has 601 fewer desks than Evelyn.,Olivia has 495 desks. Olivia has 469 fewer desks than Evelyn.,Olivia has 363 desks. Olivia has 601 fewer desks than Evelyn. How many desks does Evelyn have in total?,Olivia has 495 desks. Olivia has 469 fewer desks than Evelyn. How many desks does Evelyn have in total?,964,964,964,Addition,2
What is the number of orange irons that Mila has?,Logan has 100 orange irons. Mila has 113 more orange irons than Logan.,Logan has 106 orange irons. Mila has 107 more orange irons than Logan.,Logan has 100 orange irons. Mila has 113 orange irons more than Logan. What is the number of orange irons that Mila has?,Logan has 106 orange irons. Mila has 107 orange irons more than Logan. What is the number of orange irons that Mila has?,213,213,213,Addition,1
What is the number of large computers that Lily has?,Elijah has 578 large computers. Elijah has 243 more large computers than Lily.,Elijah has 821 large computers. Elijah has 486 more large computers than Lily.,Elijah has 578 large computers. Elijah has 243 more large computers than Lily. What is the number of large computers that Lily has?,Elijah has 821 large computers. Elijah has 486 more large computers than Lily. What is the number of large computers that Lily has?,335,335,335,Subtraction,2
How many kilowatt-hours of emergency energy reserve does Daniel have?,Layla has 513 kilowatt-hours of emergency energy reserve. Daniel has 375 kilowatt-hours of emergency energy reserve more than Layla.,Layla has 696 kilowatt-hours of emergency energy reserve. Daniel has 192 kilowatt-hours of emergency energy reserve more than Layla.,Layla has 513 kilowatt-hours of emergency energy reserve. Daniel has 375 kilowatt-hours more emergency energy reserve than Layla. How many kilowatt-hours of emergency energy reserve does Daniel have?,Layla has 696 kilowatt-hours of emergency energy reserve. Daniel has 192 kilowatt-hours more emergency energy reserve than Layla. How many kilowatt-hours of emergency energy reserve does Daniel have?,888,888,888,Addition,1
How many bookshelfs does Nathan have in total?,Mia has 354 bookshelfs. Mia has 532 fewer bookshelfs than Nathan.,Mia has 748 bookshelfs. Mia has 138 fewer bookshelfs than Nathan.,Mia has 354 bookshelves. Mia has 532 fewer bookshelves than Nathan. How many bookshelves does Nathan have in total?,Mia has 748 bookshelves. Mia has 138 fewer bookshelves than Nathan. How many bookshelves does Nathan have in total?,886,886,886,Addition,1
What is the number of large televisions that Charlotte has?,Ella has 625 large televisions. Charlotte has 322 more large televisions than Ella.,Ella has 188 large televisions. Charlotte has 759 more large televisions than Ella.,Ella has 625 large televisions. Charlotte has 322 more large televisions than Ella. What is the number of large televisions that Charlotte has?,Ella has 188 large televisions. Charlotte has 759 more large televisions than Ella. What is the number of large televisions that Charlotte has?,947,947,947,Addition,2
How many gallons of oil does Emma have?,Grace has 757 gallons of oil. Grace has 111 gallons of oil less than Emma.,Grace has 189 gallons of oil. Grace has 679 gallons of oil less than Emma.,Grace has 757 gallons of oil. Grace has 111 gallons less oil than Emma. How many gallons of oil does Emma have?,Grace has 189 gallons of oil. Grace has 679 gallons less oil than Emma. How many gallons of oil does Emma have?,868,868,868,Addition,2
How many acres of farmland does Sofia have?,Emma has 420 acres of farmland. Sofia has 352 acres of farmland more than Emma.,Emma has 507 acres of farmland. Sofia has 265 acres of farmland more than Emma.,Emma has 420 acres of farmland. Sofia has 352 more acres of farmland than Emma. How many acres of farmland does Sofia have?,Emma has 507 acres of farmland. Sofia has 265 more acres of farmland than Emma. How many acres of farmland does Sofia have?,772,772,772,Addition,1
How many liters of milk does Emma have?,Mason has 387 liters of milk. Mason has 175 liters of milk more than Emma.,Mason has 608 liters of milk. Mason has 396 liters of milk more than Emma.,Mason has 387 liters of milk. Mason has 175 liters more milk than Emma. How many liters of milk does Emma have?,Mason has 608 liters of milk. Mason has 396 liters more milk than Emma. How many liters of milk does Emma have?,212,212,212,Subtraction,1
How many speakers does Jonathan have in their collection?,James has 437 speakers. Jonathan has 321 more speakers than James.,James has 599 speakers. Jonathan has 159 more speakers than James.,James has 437 speakers. Jonathan has 321 speakers more than James. How many speakers does Jonathan have in his collection?,James has 599 speakers. Jonathan has 159 speakers more than James. How many speakers does Jonathan have in his collection?,758,758,758,Addition,2
What is the number of large cups that Benjamin has?,Emma has 231 large cups. Emma has 624 fewer large cups than Benjamin.,Emma has 291 large cups. Emma has 564 fewer large cups than Benjamin.,Emma has 231 large cups. Emma has 624 fewer large cups than Benjamin. What is the number of large cups that Benjamin has?,Emma has 291 large cups. Emma has 564 fewer large cups than Benjamin. What is the number of large cups that Benjamin has?,855,855,855,Addition,1
How many grams of butter does Sofia have?,Grace has 344 grams of butter. Sofia has 505 grams of butter more than Grace.,Grace has 295 grams of butter. Sofia has 554 grams of butter more than Grace.,Grace has 344 grams of butter. Sofia has 505 grams more butter than Grace. How many grams of butter does Sofia have?,Grace has 295 grams of butter. Sofia has 554 grams more butter than Grace. How many grams of butter does Sofia have?,849,849,849,Addition,1
How many meters of rope does Michael have?,Amelia has 334 meters of rope. Amelia has 632 meters of rope less than Michael.,Amelia has 737 meters of rope. Amelia has 229 meters of rope less than Michael.,Amelia has 334 meters of rope. Amelia has 632 meters of rope fewer than Michael. How many meters of rope does Michael have?,Amelia has 737 meters of rope. Amelia has 229 meters of rope fewer than Michael. How many meters of rope does Michael have?,966,966,966,Addition,1
How many liters of milk does Charlotte have?,David has 846 liters of milk. Charlotte has 412 liters of milk less than David.,David has 970 liters of milk. Charlotte has 536 liters of milk less than David.,David has 846 liters of milk. Charlotte has 412 liters less milk than David. How many liters of milk does Charlotte have?,David has 970 liters of milk. Charlotte has 536 liters less milk than David. How many liters of milk does Charlotte have?,434,434,434,Subtraction,1
